2017-08-16 09:37:26,57.996
2017-08-16 09:37:27,56.382
2017-08-16 09:37:28,55.306
2017-08-16 09:37:29,54.768
2017-08-16 09:37:30,54.768
2017-08-16 09:37:31,54.23
2017-08-16 09:37:32,54.23
2017-08-16 09:37:33,53.692
2017-08-16 09:37:34,53.692
2017-08-16 09:37:35,53.692
2017-08-16 09:37:36,53.692
2017-08-16 09:37:37,53.692
2017-08-16 09:37:38,53.154
2017-08-16 09:37:39,53.154
2017-08-16 09:37:40,52.615
2017-08-16 09:37:41,52.615
2017-08-16 09:37:42,52.615
2017-08-16 09:37:43,53.154
2017-08-16 09:37:44,53.154
2017-08-16 09:37:45,52.615
2017-08-16 09:37:46,52.615
2017-08-16 09:37:47,52.615
2017-08-16 09:37:49,52.615
2017-08-16 09:37:50,52.078
2017-08-16 09:37:51,53.692
2017-08-16 09:37:52,52.615
2017-08-16 09:37:53,52.615
2017-08-16 09:37:54,52.078
2017-08-16 09:37:55,52.615
2017-08-16 09:37:56,53.154
2017-08-16 09:37:57,53.692
2017-08-16 09:37:58,53.154
2017-08-16 09:37:59,52.078
2017-08-16 09:38:00,53.154
2017-08-16 09:38:01,52.615
2017-08-16 09:38:02,52.615
2017-08-16 09:38:03,52.615
2017-08-16 09:38:04,52.615
2017-08-16 09:38:05,52.078
2017-08-16 09:38:06,52.615
2017-08-16 09:38:07,53.154
2017-08-16 09:38:08,53.154
2017-08-16 09:38:09,52.615
2017-08-16 09:38:10,52.615
2017-08-16 09:38:11,52.615
2017-08-16 09:38:12,52.615
2017-08-16 09:38:13,52.615
2017-08-16 09:38:14,53.692
2017-08-16 09:38:15,52.615
2017-08-16 09:38:16,52.615
2017-08-16 09:38:17,52.615
2017-08-16 09:38:18,52.078
2017-08-16 09:38:19,52.078
2017-08-16 09:38:20,52.078
2017-08-16 09:38:21,52.615
2017-08-16 09:38:22,53.154
2017-08-16 09:38:23,52.078
2017-08-16 09:38:24,52.615
2017-08-16 09:38:25,52.078
2017-08-16 09:38:26,52.615
2017-08-16 09:38:27,52.615
2017-08-16 09:38:28,52.615
2017-08-16 09:38:29,52.615
2017-08-16 09:38:30,52.078
2017-08-16 09:38:31,52.078
2017-08-16 09:38:32,53.692
2017-08-16 09:38:33,53.154
2017-08-16 09:38:34,52.615
2017-08-16 09:38:35,52.615
2017-08-16 09:38:36,52.615
2017-08-16 09:38:37,52.615
2017-08-16 09:38:38,52.615
2017-08-16 09:38:39,52.078
2017-08-16 09:38:40,52.078
2017-08-16 09:38:41,52.078
2017-08-16 09:38:42,52.078
2017-08-16 09:38:43,51.54
2017-08-16 09:38:44,51.54
2017-08-16 09:38:45,52.615
2017-08-16 09:38:48,54.768
2017-08-16 09:38:50,55.306
2017-08-16 09:38:52,55.306
2017-08-16 09:38:54,55.306
2017-08-16 09:38:55,55.306
2017-08-16 09:38:57,55.843
2017-08-16 09:38:59,55.306
2017-08-16 09:39:01,55.843
2017-08-16 09:39:03,55.843
2017-08-16 09:39:04,55.843
2017-08-16 09:39:06,55.843
2017-08-16 09:39:08,56.382
2017-08-16 09:39:10,55.843
2017-08-16 09:39:11,55.843
2017-08-16 09:39:13,55.843
2017-08-16 09:39:15,55.843
2017-08-16 09:39:17,55.843
2017-08-16 09:39:18,55.843
2017-08-16 09:39:20,56.382
2017-08-16 09:39:22,55.843
2017-08-16 09:39:24,55.843
2017-08-16 09:39:25,56.92
2017-08-16 09:39:27,56.382
2017-08-16 09:39:29,55.843
2017-08-16 09:39:31,56.382
2017-08-16 09:39:33,56.382
2017-08-16 09:39:34,56.382
2017-08-16 09:39:36,55.843
2017-08-16 09:39:38,56.382
2017-08-16 09:39:40,56.92
2017-08-16 09:39:42,56.382
2017-08-16 09:39:43,56.382
2017-08-16 09:39:45,55.843
2017-08-16 09:39:47,56.382
2017-08-16 09:39:49,56.92
2017-08-16 09:39:50,56.92
2017-08-16 09:39:52,56.382
2017-08-16 09:39:54,56.92
2017-08-16 09:39:56,56.92
2017-08-16 09:39:58,56.382
2017-08-16 09:40:00,56.382
2017-08-16 09:40:01,56.382
